criterion,splitter,max_depth,min_samples_split,class_weight,accuracy,precision_macro,recall_macro,f1_macro
entropy,random,,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
entropy,random,,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
entropy,random,8.0,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
entropy,random,8.0,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
entropy,random,12.0,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
entropy,random,12.0,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,best,,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,best,,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,best,8.0,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,best,8.0,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,best,12.0,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,best,12.0,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,random,,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,random,,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,random,8.0,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,random,8.0,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,random,12.0,2,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
log_loss,random,12.0,5,balanced,0.946078431372549,0.9463236393113429,0.9634038800705467,0.9542641773024624
gini,random,8.0,10,,0.946078431372549,0.9491837532109392,0.9596560846560847,0.9539855225642287
gini,random,8.0,10,balanced,0.946078431372549,0.9488015071348405,0.9600970017636684,0.953933302667941
entropy,random,6.0,10,balanced,0.946078431372549,0.9465639077286898,0.9605579605579605,0.9532037407199149
log_loss,random,6.0,10,balanced,0.946078431372549,0.9465639077286898,0.9605579605579605,0.9532037407199149
gini,random,,10,balanced,0.946078431372549,0.9473544973544974,0.9600970017636684,0.9530613070733255
gini,random,12.0,10,balanced,0.946078431372549,0.9473544973544974,0.9600970017636684,0.9530613070733255
entropy,best,,10,balanced,0.946078431372549,0.9460646128518194,0.957691999358666,0.9515818033913043
entropy,best,8.0,10,balanced,0.946078431372549,0.9460646128518194,0.957691999358666,0.9515818033913043
entropy,best,12.0,10,balanced,0.946078431372549,0.9460646128518194,0.957691999358666,0.9515818033913043
log_loss,best,,10,balanced,0.946078431372549,0.9460646128518194,0.957691999358666,0.9515818033913043
log_loss,best,8.0,10,balanced,0.946078431372549,0.9460646128518194,0.957691999358666,0.9515818033913043
log_loss,best,12.0,10,balanced,0.946078431372549,0.9460646128518194,0.957691999358666,0.9515818033913043
entropy,random,6.0,2,balanced,0.9411764705882353,0.9415155968372663,0.9583533750200416,0.9491686024519219
entropy,random,6.0,5,balanced,0.9411764705882353,0.9415155968372663,0.9583533750200416,0.9491686024519219
log_loss,random,6.0,2,balanced,0.9411764705882353,0.9415155968372663,0.9583533750200416,0.9491686024519219
log_loss,random,6.0,5,balanced,0.9411764705882353,0.9415155968372663,0.9583533750200416,0.9491686024519219
gini,best,6.0,2,balanced,0.9411764705882353,0.9409355070469428,0.9574514991181657,0.9486233217602383
gini,best,6.0,5,balanced,0.9411764705882353,0.9409355070469428,0.9574514991181657,0.9486233217602383
gini,random,6.0,2,balanced,0.9313725490196079,0.9320178055481433,0.9526214526214526,0.9413095504804799
gini,random,6.0,5,balanced,0.9313725490196079,0.9320178055481433,0.9526214526214526,0.9413095504804799
gini,best,4.0,2,balanced,0.9166666666666666,0.9228955741126126,0.9383517716851051,0.9278402028652621
gini,best,4.0,5,balanced,0.9166666666666666,0.9228955741126126,0.9383517716851051,0.9278402028652621
gini,best,4.0,10,balanced,0.9166666666666666,0.9228955741126126,0.9383517716851051,0.9278402028652621
gini,best,4.0,2,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
gini,best,4.0,5,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
gini,best,4.0,10,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
entropy,best,4.0,2,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
entropy,best,4.0,2,balanced,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
entropy,best,4.0,5,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
entropy,best,4.0,5,balanced,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
entropy,best,4.0,10,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
entropy,best,4.0,10,balanced,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
log_loss,best,4.0,2,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
log_loss,best,4.0,2,balanced,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
log_loss,best,4.0,5,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
log_loss,best,4.0,5,balanced,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
log_loss,best,4.0,10,,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
log_loss,best,4.0,10,balanced,0.9117647058823529,0.9165100873665946,0.932399390732724,0.9222697917141397
gini,random,4.0,2,,0.9019607843137255,0.8940336302017009,0.9138808722142056,0.8973885234855349
gini,random,4.0,5,,0.9019607843137255,0.8940336302017009,0.9138808722142056,0.8973885234855349
gini,random,4.0,10,,0.9019607843137255,0.8940336302017009,0.9138808722142056,0.8973885234855349
gini,random,4.0,2,balanced,0.8970588235294118,0.8889524629017305,0.910794452461119,0.8934814039534152
gini,random,4.0,5,balanced,0.8970588235294118,0.8889524629017305,0.910794452461119,0.8934814039534152
gini,random,4.0,10,balanced,0.8970588235294118,0.8889524629017305,0.910794452461119,0.8934814039534152
entropy,random,4.0,2,balanced,0.8529411764705882,0.8713841855908061,0.8633758217091551,0.8514932961750198
entropy,random,4.0,5,balanced,0.8529411764705882,0.8713841855908061,0.8633758217091551,0.8514932961750198
entropy,random,4.0,10,balanced,0.8529411764705882,0.8713841855908061,0.8633758217091551,0.8514932961750198
log_loss,random,4.0,2,balanced,0.8529411764705882,0.8713841855908061,0.8633758217091551,0.8514932961750198
log_loss,random,4.0,5,balanced,0.8529411764705882,0.8713841855908061,0.8633758217091551,0.8514932961750198
log_loss,random,4.0,10,balanced,0.8529411764705882,0.8713841855908061,0.8633758217091551,0.8514932961750198
entropy,random,4.0,2,,0.8529411764705882,0.870670280224056,0.8629349046015712,0.8514276832326222
entropy,random,4.0,5,,0.8529411764705882,0.870670280224056,0.8629349046015712,0.8514276832326222
entropy,random,4.0,10,,0.8529411764705882,0.870670280224056,0.8629349046015712,0.8514276832326222
log_loss,random,4.0,2,,0.8529411764705882,0.870670280224056,0.8629349046015712,0.8514276832326222
log_loss,random,4.0,5,,0.8529411764705882,0.870670280224056,0.8629349046015712,0.8514276832326222
log_loss,random,4.0,10,,0.8529411764705882,0.870670280224056,0.8629349046015712,0.8514276832326222
